GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AB84001,AB84002,AB84003,AB84004,AB84005,AB84006,AB84007,AB84008,AB84009,AB84010,AB84011,AB84012,AB84013,AB84014,AB84015,AB84016,AB84017,AB84018
"G4600070","1925","South Dakota","460","Bennett","0070","BENNETT",21204,13773,0,889,6542,1462,4819,836,523,311,6532,0,0,0,25,0,0,6
"G4600090","1925","South Dakota","460","Bon Homme","0090","BON HOMME",108431,96900,671,2266,8594,7386,72604,455,1623,410,193,0,0,0,40,0,0,0
"G4600110","1925","South Dakota","460","Brookings","0110","BROOKINGS",132956,76921,3042,20314,32679,770,121534,195,8796,3506,10596,759,0,353,55,0,0,23
"G4600130","1925","South Dakota","460","Brown","0130","BROWN",163363,82434,3407,47403,30119,256937,102633,407,60882,10921,21456,211,0,7,101,0,0,21
"G4600150","1925","South Dakota","460","Brule","0150","BRULE",116911,72888,616,22771,20636,21319,31101,1361,7557,111,1128,0,0,20,56,0,0,0
"G4600170","1925","South Dakota","460","Buffalo","0170","BUFFALO",21318,14099,40,910,6269,2970,5126,170,3678,300,1136,0,0,0,0,0,0,0
"G4600190","1925","South Dakota","460","Butte","0190","BUTTE",15323,6128,311,2035,6849,2703,5333,714,638,188,86,0,0,0,42,0,0,18
"G4600210","1925","South Dakota","460","Campbell","0210","CAMPBELL",30188,19790,144,8790,1464,105187,10494,335,14282,3002,11849,0,0,0,32,0,0,0
"G4600230","1925","South Dakota","460","Charles Mix","0230","CHARLES MIX",233634,195080,2449,14705,21400,37090,67989,778,8995,2305,285,2,0,6,147,0,0,1
"G4600250","1925","South Dakota","460","Clark","0250","CLARK",101330,69725,1209,17094,13302,49607,74675,345,55990,11558,13634,155,0,25,90,0,0,20
"G4600270","1925","South Dakota","460","Clay","0270","CLAY",99816,89204,540,982,9090,6189,54288,224,1384,413,240,0,0,0,258,0,0,1
"G4600290","1925","South Dakota","460","Codington","0290","CODINGTON",49418,17743,1861,20277,9537,39397,66420,25,26638,8136,31821,447,0,0,33,0,0,12
"G4600310","1925","South Dakota","460","Corson","0310","CORSON",26196,13164,269,7227,5536,69488,20043,1136,10696,7693,40479,70,0,56,549,0,0,19
"G4600330","1925","South Dakota","460","Custer","0330","CUSTER",4896,423,105,2868,1500,2260,2393,519,795,83,155,0,0,0,27,0,0,12
"G4600350","1925","South Dakota","460","Davison","0350","DAVISON",83128,64603,1224,5334,11967,13380,51704,816,4522,1402,145,0,0,0,17,0,0,22
"G4600370","1925","South Dakota","460","Day","0370","DAY",69261,33033,2065,26246,7917,111938,58700,578,40022,20343,41574,153,0,0,21,0,0,28
"G4600390","1925","South Dakota","460","Deuel","0390","DEUEL",56613,26898,2054,16811,10850,4696,75470,59,9471,2147,23777,4081,0,0,82,0,0,18
"G4600410","1925","South Dakota","460","Dewey","0410","DEWEY",18768,12513,1097,2255,2903,18407,10301,330,3149,1015,15319,140,0,0,47,0,0,14
"G4600430","1925","South Dakota","460","Douglas","0430","DOUGLAS",79654,66922,509,2721,9502,24390,36189,126,7030,2141,124,0,0,0,8,0,0,2
"G4600450","1925","South Dakota","460","Edmunds","0450","EDMUNDS",52004,22344,448,17540,11672,105224,36982,201,34042,5438,25222,17,0,0,50,0,0,0
"G4600470","1925","South Dakota","460","Fall River","0470","FALL RIVER",15952,3908,1429,6574,4041,10778,2731,935,1785,648,215,30,0,0,190,0,0,2
"G4600490","1925","South Dakota","460","Faulk","0490","FAULK",69789,41110,174,15799,12706,87647,37301,314,14606,5834,11494,184,0,0,12,0,0,3
"G4600510","1925","South Dakota","460","Grant","0510","GRANT",54738,35865,1858,12988,4027,52802,50432,185,13244,8940,13428,402,0,0,10,0,0,4
"G4600530","1925","South Dakota","460","Gregory","0530","GREGORY",138750,124797,270,2882,10801,12354,47605,2060,8323,1953,10,0,0,6,605,0,0,5
"G4600550","1925","South Dakota","460","Haakon","0550","HAAKON",25771,12544,30,5361,7836,10787,6379,1995,4318,780,988,0,0,0,936,0,0,0
"G4600570","1925","South Dakota","460","Hamlin","0570","HAMLIN",60700,37340,887,12970,9503,14356,69512,37,17012,9661,16655,899,0,0,0,0,0,1
"G4600590","1925","South Dakota","460","Hand","0590","HAND",124316,93159,347,13791,17019,75609,59268,255,22250,1125,13591,135,0,0,14,0,0,6
"G4600610","1925","South Dakota","460","Hanson","0610","HANSON",73577,62986,497,4010,6084,31512,45452,140,2630,1950,301,2,0,0,0,0,0,6
"G4600630","1925","South Dakota","460","Harding","0630","HARDING",11226,2859,48,4956,3363,11023,9166,1424,2458,4542,4238,10,0,0,0,0,0,6
"G4600650","1925","South Dakota","460","Hughes","0650","HUGHES",31163,22228,25,2812,6098,6908,8924,188,4724,626,13733,0,0,12,316,0,0,8
"G4600670","1925","South Dakota","460","Hutchinson","0670","HUTCHINSON",132555,124214,728,1595,6018,53092,88113,24,9404,5978,170,20,0,0,0,0,0,1
"G4600690","1925","South Dakota","460","Hyde","0690","HYDE",33740,20483,0,6314,6943,10166,16729,126,9113,1060,15364,0,0,0,34,0,0,0
"G4600710","1925","South Dakota","460","Jackson","0710","JACKSON",13124,7370,60,2341,3353,5597,2808,561,1674,144,330,0,0,15,136,0,0,1
"G4600730","1925","South Dakota","460","Jerauld","0730","JERAULD",63488,45323,83,5800,12282,24869,30059,248,5721,706,2289,0,0,0,3,0,0,0
"G4600750","1925","South Dakota","460","Jones","0750","JONES",34142,21423,71,5381,7267,6725,7824,510,5587,36,2120,0,0,10,255,0,0,1
"G4600770","1925","South Dakota","460","Kingsbury","0770","KINGSBURY",119811,93484,1708,11530,13089,24110,105132,195,30863,7274,6327,5,0,0,30,0,0,57
"G4600790","1925","South Dakota","460","Lake","0790","LAKE",103709,76637,2092,8549,16431,1988,87709,91,10839,3792,7944,467,0,0,14,0,0,2
"G4600810","1925","South Dakota","460","Lawrence","0810","LAWRENCE",6937,3350,155,1002,2430,3428,3225,373,577,33,0,0,0,0,4,0,0,1
"G4600830","1925","South Dakota","460","Lincoln","0830","LINCOLN",130800,104899,1615,6480,17806,1167,83598,264,2104,261,160,8,0,27,27,0,0,0
"G4600850","1925","South Dakota","460","Lyman","0850","LYMAN",87903,61286,82,10566,15969,10647,11773,749,17278,443,4500,0,0,40,322,0,0,5
"G4600870","1925","South Dakota","460","McCook","0870","MCCOOK",110484,92999,750,6379,10356,13624,89179,265,4479,2280,676,0,0,0,30,0,0,1
"G4600890","1925","South Dakota","460","McPherson","0890","MCPHERSON",36618,8752,366,15811,11689,123668,27137,3,33224,3847,30056,0,0,390,15,0,0,0
"G4600910","1925","South Dakota","460","Marshall","0910","MARSHALL",56816,15610,1469,28850,10887,83063,39342,618,33341,10490,14805,626,0,0,3,0,0,42
"G4600930","1925","South Dakota","460","Meade","0930","MEADE",29280,12797,197,7033,9253,20297,13614,1320,3157,431,1655,0,0,0,39,0,0,0
"G4600950","1925","South Dakota","460","Mellette","0950","MELLETTE",39767,31704,10,1701,6352,3419,5250,956,3559,363,2514,3,0,18,204,0,0,74
"G4600970","1925","South Dakota","460","Miner","0970","MINER",91493,72735,888,5582,12288,18319,68724,271,13239,4790,1050,58,0,0,2,0,0,0
"G4600990","1925","South Dakota","460","Minnehaha","0990","MINNEHAHA",166239,137053,4301,7171,17714,776,127199,297,3706,902,6695,137,0,0,19,0,0,8
"G4601010","1925","South Dakota","460","Moody","1010","MOODY",99885,70803,1584,7378,20120,172,87390,96,2616,1055,7091,375,0,0,5,0,0,31
"G4601030","1925","South Dakota","460","Pennington","1030","PENNINGTON",22162,7196,877,5508,8581,12590,8283,1285,2018,261,929,0,0,0,81,0,0,69
"G4601050","1925","South Dakota","460","Perkins","1050","PERKINS",29557,9775,353,11859,7570,26359,16883,3035,5031,2994,7261,0,0,3,180,0,0,5
"G4601070","1925","South Dakota","460","Potter","1070","POTTER",57717,34673,374,5660,17010,38442,26514,245,15812,3744,13405,20,0,0,501,0,0,3
"G4601090","1925","South Dakota","460","Roberts","1090","ROBERTS",87583,51857,1256,31212,3258,99763,85468,270,35657,24787,26051,167,0,0,27,0,0,191
"G4601110","1925","South Dakota","460","Sanborn","1110","SANBORN",87930,67230,101,7926,12673,23635,50555,323,5146,728,997,0,0,0,8,0,0,1
"G4601130","1925","South Dakota","460","Shannon","1130","SHANNON",2500,1324,0,233,943,140,295,126,45,0,1705,0,0,0,0,0,0,4
"G4601150","1925","South Dakota","460","Spink","1150","SPINK",150647,99320,2212,31051,18064,278631,64200,585,44357,13837,4833,0,0,0,229,0,0,21
"G4601170","1925","South Dakota","460","Stanley","1170","STANLEY",14543,7592,20,3245,3686,579,2899,466,1315,35,319,0,0,4,1054,0,0,13
"G4601190","1925","South Dakota","460","Sully","1190","SULLY",47090,32295,312,1520,12963,21829,16809,96,12466,3179,27822,300,0,0,30,0,0,0
"G4601210","1925","South Dakota","460","Todd","1210","TODD",18758,13920,107,434,4297,1423,4193,822,825,430,1911,0,0,0,261,0,0,48
"G4601230","1925","South Dakota","460","Tripp","1230","TRIPP",188853,165060,191,4601,19001,31158,30545,565,22100,6383,919,0,0,2,663,0,0,37
"G4601250","1925","South Dakota","460","Turner","1250","TURNER",137722,121858,1048,4037,10779,4259,97460,412,4849,732,111,0,0,0,86,0,0,0
"G4601270","1925","South Dakota","460","Union","1270","UNION",112964,101966,490,1178,9330,13299,41787,241,2138,405,154,0,0,0,13,0,0,1
"G4601290","1925","South Dakota","460","Walworth","1290","WALWORTH",33871,19728,138,9858,4147,74549,18068,166,13745,6241,15540,0,0,648,634,0,0,3
"G4601310","1925","South Dakota","460","Washabaugh","1310","WASHABAUGH",9038,6504,0,178,2356,591,1292,577,673,96,3404,0,0,0,19,0,0,1
"G4601330","1925","South Dakota","460","Washington","1330","WASHINGTON",2443,1572,0,124,747,140,150,15,82,0,738,0,0,0,10,0,0,18
"G4601350","1925","South Dakota","460","Yankton","1350","YANKTON",102627,93704,714,1324,6885,6827,61869,396,2816,428,65,0,0,0,0,0,0,1
"G4601370","1925","South Dakota","460","Ziebach","1370","ZIEBACH",17224,7541,77,5105,4501,16475,7658,340,3034,1848,8139,0,0,0,342,0,0,7
"G4700010","1925","Tennessee","470","Anderson","0010","ANDERSON",13577,13439,44,90,4,1180,308,452,34,77,0,1,0,12,543,0,6,47
"G4700030","1925","Tennessee","470","Bedford","0030","BEDFORD",53696,49330,821,1199,2346,4668,1944,3531,64,471,0,0,0,4,2001,4,11,27
"G4700050","1925","Tennessee","470","Benton","0050","BENTON",24857,24710,0,78,69,78,35,213,0,0,0,0,0,0,111,3533,0,14
"G4700070","1925","Tennessee","470","Bledsoe","0070","BLEDSOE",12975,12749,85,0,141,872,71,183,6,10,0,0,0,0,121,0,5,26
"G4700090","1925","Tennessee","470","Blount","0090","BLOUNT",29084,26367,2248,397,72,8148,1186,1021,993,36,0,0,0,25,443,12,6,37
"G4700110","1925","Tennessee","470","Bradley","0110","BRADLEY",16991,16420,298,232,41,1878,386,426,201,92,0,0,0,9,253,3,8,13
"G4700130","1925","Tennessee","470","Campbell","0130","CAMPBELL",17215,17119,15,38,43,585,215,1894,40,49,0,0,0,43,826,0,5,126
"G4700150","1925","Tennessee","470","Cannon","0150","CANNON",27356,26260,0,131,965,1625,460,915,54,584,0,0,0,53,1233,20,0,0
"G4700170","1925","Tennessee","470","Carroll","0170","CARROLL",49315,49007,20,217,71,87,8,759,0,0,0,0,0,4,373,26,3,53
"G4700190","1925","Tennessee","470","Carter","0190","CARTER",13368,13273,74,18,3,4182,846,1420,55,182,0,423,0,20,20,0,8,34
"G4700210","1925","Tennessee","470","Cheatham","0210","CHEATHAM",17573,15925,14,1471,163,1208,212,477,87,6,0,0,0,6,698,1,0,1
"G4700230","1925","Tennessee","470","Chester","0230","CHESTER",19755,19698,0,53,4,41,37,446,0,8,0,0,0,6,104,26,8,16
"G4700250","1925","Tennessee","470","Claiborne","0250","CLAIBORNE",28101,27838,34,218,11,3939,498,514,40,29,0,0,0,2,256,1,2,56
"G4700270","1925","Tennessee","470","Clay","0270","CLAY",24879,23463,0,788,628,645,177,606,0,138,0,0,0,7,176,1,0,5
"G4700290","1925","Tennessee","470","Cocke","0290","COCKE",28328,27313,308,33,674,7772,754,504,179,437,0,3,0,0,210,0,0,11
"G4700310","1925","Tennessee","470","Coffee","0310","COFFEE",36793,34464,116,2005,208,2335,275,825,0,210,0,0,0,17,1020,4,1,96
"G4700330","1925","Tennessee","470","Crockett","0330","CROCKETT",29568,29334,44,133,57,342,1067,1030,0,0,0,0,0,9,363,8,7,75
"G4700350","1925","Tennessee","470","Cumberland","0350","CUMBERLAND",9156,8960,35,139,22,117,10,1045,0,33,0,34,0,43,590,1,3,13
"G4700370","1925","Tennessee","470","Davidson","0370","DAVIDSON",41514,36826,2486,1754,448,2265,1056,1944,404,141,0,0,0,97,1733,6,8,250
"G4700390","1925","Tennessee","470","Decatur","0390","DECATUR",26568,26371,25,36,136,533,4,570,0,19,0,0,0,2,61,1917,19,37
"G4700410","1925","Tennessee","470","DeKalb","0410","DE KALB",40534,38896,6,879,753,2541,394,1656,27,352,0,0,0,30,971,1,37,20
"G4700430","1925","Tennessee","470","Dickson","0430","DICKSON",30255,29491,24,512,228,867,549,3392,7,50,0,0,0,81,1705,24,0,17
"G4700450","1925","Tennessee","470","Dyer","0450","DYER",41364,40937,151,77,199,1847,1168,585,0,3,0,0,0,6,83,0,0,7
"G4700470","1925","Tennessee","470","Fayette","0470","FAYETTE",51321,50445,150,674,52,125,217,396,0,0,0,0,0,38,476,4,40,4
"G4700490","1925","Tennessee","470","Fentress","0490","FENTRESS",11645,11063,30,552,0,95,39,702,24,76,0,3,0,66,804,0,5,11
"G4700510","1925","Tennessee","470","Franklin","0510","FRANKLIN",37993,36872,429,390,302,4503,809,770,78,152,0,127,0,3,786,3,28,82
"G4700530","1925","Tennessee","470","Gibson","0530","GIBSON",71886,71465,19,197,205,331,246,768,0,5,0,0,0,8,843,22,1,76
"G4700550","1925","Tennessee","470","Giles","0550","GILES",76807,75039,576,380,812,2324,1424,2440,31,113,0,0,0,16,2240,5,20,47
"G4700570","1925","Tennessee","470","Grainger","0570","GRAINGER",23693,23149,79,167,298,5040,563,562,223,85,0,0,0,8,503,1,0,10
"G4700590","1925","Tennessee","470","Greene","0590","GREENE",45378,44639,212,93,434,27082,688,293,741,502,0,31,0,12,459,0,6,25
"G4700610","1925","Tennessee","470","Grundy","0610","GRUNDY",6060,5308,55,676,21,494,26,409,0,35,0,1,0,0,153,0,2,0
"G4700630","1925","Tennessee","470","Hamblen","0630","HAMBLEN",17826,16836,41,27,922,7674,267,104,456,152,0,0,0,31,365,0,0,39
"G4700650","1925","Tennessee","470","Hamilton","0650","HAMILTON",26835,25217,321,1273,24,1129,196,289,4,13,0,0,0,22,577,10,3,47
"G4700670","1925","Tennessee","470","Hancock","0670","HANCOCK",15208,15106,0,88,14,2319,328,460,2,13,0,0,0,0,502,0,1,18
"G4700690","1925","Tennessee","470","Hardeman","0690","HARDEMAN",46792,46556,114,117,5,370,8,198,0,0,0,0,0,18,212,15,33,0
"G4700710","1925","Tennessee","470","Hardin","0710","HARDIN",39954,39400,15,270,269,119,6,263,0,0,0,2,0,0,104,53,0,4
"G4700730","1925","Tennessee","470","Hawkins","0730","HAWKINS",31249,30820,174,16,239,9002,789,770,571,89,0,9,0,7,410,1,4,33
"G4700750","1925","Tennessee","470","Haywood","0750","HAYWOOD",42887,42258,183,158,288,189,150,568,15,0,0,0,0,46,116,6,0,29
"G4700770","1925","Tennessee","470","Henderson","0770","HENDERSON",41430,41247,0,89,94,42,0,591,0,0,0,0,0,11,33,56,5,3
"G4700790","1925","Tennessee","470","Henry","0790","HENRY",43564,42114,85,1136,229,1486,334,525,0,103,0,0,0,8,894,39,0,29
"G4700810","1925","Tennessee","470","Hickman","0810","HICKMAN",33256,31449,65,246,1496,1975,608,3506,15,28,0,0,0,28,1641,2077,18,95
"G4700830","1925","Tennessee","470","Houston","0830","HOUSTON",8996,8901,1,64,30,91,99,347,0,0,0,0,0,9,334,11,0,0
"G4700850","1925","Tennessee","470","Humphreys","0850","HUMPHREYS",33915,33234,85,9,587,744,126,905,0,0,0,0,0,4,545,7379,0,2
"G4700870","1925","Tennessee","470","Jackson","0870","JACKSON",42075,41295,49,136,595,1485,916,2444,14,248,0,0,0,72,346,1,0,3
"G4700890","1925","Tennessee","470","Jefferson","0890","JEFFERSON",33906,32864,493,43,506,13325,814,313,886,398,0,0,0,2,57,0,24,72
"G4700910","1925","Tennessee","470","Johnson","0910","JOHNSON",8723,8622,89,12,0,2150,1261,1047,55,147,0,1188,0,0,11,0,1,184
"G4700930","1925","Tennessee","470","Knox","0930","KNOX",28690,25827,2043,713,107,5552,503,1190,411,108,0,1,0,10,1820,5,7,17
"G4700950","1925","Tennessee","470","Lake","0950","LAKE",8589,8541,0,33,15,0,10,20,0,0,0,0,0,0,0,0,0,0
"G4700970","1925","Tennessee","470","Lauderdale","0970","LAUDERDALE",33780,33686,0,71,23,470,257,322,30,0,0,0,0,4,15,5,2,5
"G4700990","1925","Tennessee","470","Lawrence","0990","LAWRENCE",47997,47531,16,389,61,2219,400,412,11,361,0,8,0,6,394,33,0,25
"G4701010","1925","Tennessee","470","Lewis","1010","LEWIS",7294,7288,0,6,0,169,38,935,0,7,0,0,0,0,349,138,0,0
"G4701030","1925","Tennessee","470","Lincoln","1030","LINCOLN",60704,57464,157,539,2544,5497,1494,1635,56,212,0,0,0,33,685,7,26,20
"G4701050","1925","Tennessee","470","Loudon","1050","LOUDON",19211,17287,533,1225,166,4928,505,374,264,87,0,0,0,2,146,7,4,25
"G4701070","1925","Tennessee","470","McMinn","1070","MCMINN",30384,29735,450,154,45,4963,528,735,89,245,0,10,0,23,443,30,224,103
"G4701090","1925","Tennessee","470","McNairy","1090","MCNAIRY",37393,37329,11,41,12,68,16,289,0,1,0,0,0,2,116,48,15,49
"G4701110","1925","Tennessee","470","Macon","1110","MACON",34253,32276,56,1743,178,2157,486,4249,1,194,0,0,0,27,1294,0,1,21
"G4701130","1925","Tennessee","470","Madison","1130","MADISON",45181,44741,96,299,45,403,99,625,0,3,0,0,0,21,307,4,4,50
"G4701150","1925","Tennessee","470","Marion","1150","MARION",21203,19928,341,785,149,228,57,283,0,1,0,0,0,0,113,35,0,2
"G4701170","1925","Tennessee","470","Marshall","1170","MARSHALL",43881,39957,1208,549,2167,5236,1662,2960,77,262,0,0,0,46,1869,4,35,2
"G4701190","1925","Tennessee","470","Maury","1190","MAURY",70153,65190,487,859,3617,12897,3979,2306,482,289,0,0,0,36,2260,1,0,0
"G4701210","1925","Tennessee","470","Meigs","1210","MEIGS",16475,15879,27,519,50,1485,202,312,20,58,0,0,0,3,314,6,1,5
"G4701230","1925","Tennessee","470","Monroe","1230","MONROE",29426,27579,588,1102,157,5849,523,982,134,360,0,0,0,0,211,6,32,0
"G4701250","1925","Tennessee","470","Montgomery","1250","MONTGOMERY",40293,38966,208,838,281,2824,135,1231,66,20,0,0,0,22,753,1,0,23
"G4701270","1925","Tennessee","470","Moore","1270","MOORE",13297,12441,75,378,403,919,127,186,0,96,0,0,0,2,412,0,0,0
"G4701290","1925","Tennessee","470","Morgan","1290","MORGAN",5595,5412,0,180,3,14,52,510,29,89,0,5,0,2,470,0,9,11
"G4701310","1925","Tennessee","470","Obion","1310","OBION",70093,67108,111,340,2534,5526,1519,1223,0,13,0,0,0,4,41,3,0,23
"G4701330","1925","Tennessee","470","Overton","1330","OVERTON",38636,36647,129,1751,109,1031,100,1024,0,203,0,1,0,25,1545,0,3,4
"G4701350","1925","Tennessee","470","Perry","1350","PERRY",20132,19960,0,20,152,65,25,1349,0,0,0,0,0,4,174,5736,8,0
"G4701370","1925","Tennessee","470","Pickett","1370","PICKETT",13825,13806,0,19,0,394,58,685,0,10,0,0,0,5,207,0,0,1
"G4701390","1925","Tennessee","470","Polk","1390","POLK",11381,11299,64,16,2,972,101,182,0,204,0,0,0,0,25,5,7,16
"G4701410","1925","Tennessee","470","Putnam","1410","PUTNAM",42319,39982,174,1808,355,1094,314,2179,3,586,0,15,0,10,1522,1,18,11
"G4701430","1925","Tennessee","470","Rhea","1430","RHEA",18698,18549,102,47,0,1223,324,802,19,171,0,0,0,4,512,10,7,35
"G4701450","1925","Tennessee","470","Roane","1450","ROANE",18841,18600,112,120,9,1856,165,638,3,67,0,0,0,15,487,11,14,8
"G4701470","1925","Tennessee","470","Robertson","1470","ROBERTSON",39665,34083,178,5116,288,13732,581,1511,327,75,0,0,0,34,927,1,15,33
"G4701490","1925","Tennessee","470","Rutherford","1490","RUTHERFORD",65338,61697,1447,1838,356,2769,1280,3459,26,60,0,0,0,51,3091,0,0,12
"G4701510","1925","Tennessee","470","Scott","1510","SCOTT",7133,7022,33,78,0,19,32,427,0,5,0,0,0,1,370,0,11,1
"G4701530","1925","Tennessee","470","Sequatchie","1530","SEQUATCHIE",6751,5442,64,1145,100,71,0,149,0,0,0,0,0,2,67,3,0,1
"G4701550","1925","Tennessee","470","Sevier","1550","SEVIER",34932,34015,175,129,613,7957,1206,919,55,169,0,0,0,20,304,3,17,13
"G4701570","1925","Tennessee","470","Shelby","1570","SHELBY",54734,50752,598,2922,462,147,140,270,10,0,0,0,0,4,230,26,10,272
"G4701590","1925","Tennessee","470","Smith","1590","SMITH",42853,40866,59,413,1515,4951,1673,3239,62,292,0,0,0,5,1458,0,0,3
"G4701610","1925","Tennessee","470","Stewart","1610","STEWART",28821,27785,20,861,155,994,2,525,4,0,0,0,0,5,202,1,4,0
"G4701630","1925","Tennessee","470","Sullivan","1630","SULLIVAN",26230,25731,446,53,0,13203,929,281,462,97,0,98,0,1,97,0,2,25
"G4701650","1925","Tennessee","470","Sumner","1650","SUMNER",52184,49631,227,1894,432,6913,2536,2178,226,61,0,0,0,11,2064,0,0,17
"G4701670","1925","Tennessee","470","Tipton","1670","TIPTON",39479,39285,7,107,80,550,510,446,0,0,0,0,0,0,96,2,5,3
"G4701690","1925","Tennessee","470","Trousdale","1690","TROUSDALE",15915,15226,31,381,277,1459,687,1484,20,52,0,0,0,29,623,0,0,1
"G4701710","1925","Tennessee","470","Unicoi","1710","UNICOI",3568,3204,10,346,8,413,114,261,9,34,0,0,0,2,5,0,0,5
"G4701730","1925","Tennessee","470","Union","1730","UNION",16877,16873,0,4,0,2043,448,702,10,36,0,0,0,16,870,3,10,12
"G4701750","1925","Tennessee","470","Van Buren","1750","VAN BUREN",5411,4533,0,871,7,32,19,380,0,6,0,0,0,2,164,3,0,0
"G4701770","1925","Tennessee","470","Warren","1770","WARREN",42700,41601,220,838,41,2193,176,606,85,341,0,39,0,34,838,4,46,98
"G4701790","1925","Tennessee","470","Washington","1790","WASHINGTON",22626,22293,247,62,24,14806,933,218,674,350,0,120,0,13,3,0,22,396
"G4701810","1925","Tennessee","470","Wayne","1810","WAYNE",26629,25951,78,155,445,330,98,956,0,5,0,0,0,18,415,422,10,20
"G4701830","1925","Tennessee","470","Weakley","1830","WEAKLEY",59050,57845,59,339,807,514,120,515,0,13,0,2,0,8,439,48,36,137
"G4701850","1925","Tennessee","470","White","1850","WHITE",29675,27945,37,1535,158,640,56,1277,7,178,0,1,0,15,869,8,2,8
"G4701870","1925","Tennessee","470","Williamson","1870","WILLIAMSON",55142,52402,1078,582,1080,11124,2523,1592,931,626,0,0,0,72,1547,7,6,16
"G4701890","1925","Tennessee","470","Wilson","1890","WILSON",56369,53320,839,532,1678,4866,2860,2783,150,611,0,0,0,36,4088,5,3,3
"G4800010","1925","Texas","480","Anderson","0010","ANDERSON",38701,37376,24,295,1006,100,34,1420,0,,,,0,299,862,352,,
"G4800030","1925","Texas","480","Andrews","0030","ANDREWS",875,850,0,25,0,0,0,0,0,,,,0,242,735,0,,
"G4800050","1925","Texas","480","Angelina","0050","ANGELINA",14517,14261,0,104,152,226,21,116,0,,,,0,51,78,285,,
"G4800070","1925","Texas","480","Aransas","0070","ARANSAS",43,43,0,0,0,0,0,0,0,,,,0,0,8,0,,
"G4800090","1925","Texas","480","Archer","0090","ARCHER",787,627,97,38,25,16675,16046,501,3025,,,,0,121,9027,0,,
"G4800110","1925","Texas","480","Armstrong","0110","ARMSTRONG",2114,1418,0,662,34,19959,17575,1011,2406,,,,0,15296,9867,2,,
"G4800130","1925","Texas","480","Atascosa","0130","ATASCOSA",22915,19301,185,2635,794,50,3,104,0,,,,0,351,1262,1807,,
"G4800150","1925","Texas","480","Austin","0150","AUSTIN",36574,35732,0,842,0,168,0,5,0,,,,0,93,1349,1,,
"G4800170","1925","Texas","480","Bailey","0170","BAILEY",1265,1205,0,60,0,251,101,54,0,,,,0,15285,3357,6,,
"G4800190","1925","Texas","480","Bandera","0190","BANDERA",6480,6476,0,0,4,222,11410,1022,0,,,,0,355,1169,0,,
"G4800210","1925","Texas","480","Bastrop","0210","BASTROP",30367,30198,4,80,85,214,52,113,0,,,,0,259,4302,22,,
"G4800230","1925","Texas","480","Baylor","0230","BAYLOR",3029,2915,0,97,17,11792,8627,1416,2717,,,,0,2842,10526,0,,
"G4800250","1925","Texas","480","Bee","0250","BEE",16481,16388,15,30,48,0,5,20,0,,,,0,3823,5089,14,,
"G4800270","1925","Texas","480","Bell","0270","BELL",57355,57213,40,73,29,1333,27923,4671,100,,,,0,445,5523,0,,
"G4800290","1925","Texas","480","Bexar","0290","BEXAR",50281,50093,82,86,20,759,18429,2280,279,,,,0,581,10861,14,,
"G4800310","1925","Texas","480","Blanco","0310","BLANCO",9002,9002,0,0,0,284,2418,630,0,,,,0,110,1873,0,,
"G4800330","1925","Texas","480","Borden","0330","BORDEN",150,61,0,19,70,217,0,21,0,,,,0,5027,3767,0,,
"G4800350","1925","Texas","480","Bosque","0350","BOSQUE",23987,23698,36,204,49,11208,32141,2860,2069,,,,0,1554,5027,0,,
"G4800370","1925","Texas","480","Bowie","0370","BOWIE",42875,41787,110,399,579,0,178,827,0,,,,0,89,566,348,,
"G4800390","1925","Texas","480","Brazoria","0390","BRAZORIA",14881,14749,79,43,10,19,0,11,0,,,,2470,64,505,230,,
"G4800410","1925","Texas","480","Brazos","0410","BRAZOS",20172,19919,51,196,6,153,15,227,0,,,,0,12,970,27,,
"G4800430","1925","Texas","480","Brewster","0430","BREWSTER",0,0,0,0,0,0,0,0,0,,,,0,20,159,0,,
"G4800450","1925","Texas","480","Briscoe","0450","BRISCOE",553,553,0,0,0,16580,3150,265,1850,,,,0,5975,25839,0,,
"G4800470","1925","Texas","480","Brooks","0470","BROOKS",1100,1070,30,0,0,0,0,10,0,,,,0,8,2178,0,,
"G4800490","1925","Texas","480","Brown","0490","BROWN",17509,17332,10,58,109,4812,27813,348,934,,,,0,9616,8856,741,,
"G4800510","1925","Texas","480","Burleson","0510","BURLESON",22060,21876,0,169,15,56,0,87,0,,,,0,54,1370,37,,
"G4800530","1925","Texas","480","Burnet","0530","BURNET",19251,19220,0,4,27,755,8988,849,41,,,,0,978,3538,1,,
"G4800550","1925","Texas","480","Caldwell","0550","CALDWELL",23421,23393,0,28,0,64,17,262,0,,,,0,575,4668,19,,
"G4800570","1925","Texas","480","Calhoun","0570","CALHOUN",2682,2660,0,19,3,0,0,0,0,,,,0,162,713,0,,
"G4800590","1925","Texas","480","Callahan","0590","CALLAHAN",5801,5599,22,77,103,5417,7895,845,2282,,,,0,8885,6837,553,,
"G4800610","1925","Texas","480","Cameron","0610","CAMERON",7953,7514,35,389,15,0,25,9,0,,,,0,23,3243,0,,
"G4800630","1925","Texas","480","Camp","0630","CAMP",14455,14250,8,167,30,0,13,203,0,,,,0,8,180,26,,
"G4800650","1925","Texas","480","Carson","0650","CARSON",412,361,0,5,46,81708,21355,130,7322,,,,0,21742,535,0,,
